"Bloque","Accuracy","Metodo"
1,0.914634146341463,"GNLPDA"
2,0.909214092140921,"GNLPDA"
3,0.94579945799458,"GNLPDA"
4,0.926829268292683,"GNLPDA"
5,0.936314363143631,"GNLPDA"
6,0.937669376693767,"GNLPDA"
7,0.929539295392954,"GNLPDA"
8,0.929539295392954,"GNLPDA"
9,0.928184281842818,"GNLPDA"
10,0.924119241192412,"GNLPDA"
11,0.934959349593496,"GNLPDA"
12,0.921409214092141,"GNLPDA"
13,0.930894308943089,"GNLPDA"
14,0.937669376693767,"GNLPDA"
15,0.920054200542005,"GNLPDA"
16,0.959349593495935,"GNLPDA"
17,0.913279132791328,"GNLPDA"
18,0.929539295392954,"GNLPDA"
19,0.937669376693767,"GNLPDA"
20,0.937669376693767,"GNLPDA"
21,0.911924119241192,"GNLPDA"
22,0.921409214092141,"GNLPDA"
23,0.93360433604336,"GNLPDA"
24,0.930894308943089,"GNLPDA"
25,0.915989159891599,"GNLPDA"
26,0.941734417344173,"GNLPDA"
27,0.929539295392954,"GNLPDA"
28,0.920054200542005,"GNLPDA"
29,0.914634146341463,"GNLPDA"
30,0.929539295392954,"GNLPDA"
31,0.943089430894309,"GNLPDA"
32,0.944444444444444,"GNLPDA"
33,0.926829268292683,"GNLPDA"
1,0.670731707317073,"KFDA"
2,0.668021680216802,"KFDA"
3,0.677506775067751,"KFDA"
4,0.669376693766938,"KFDA"
5,0.64769647696477,"KFDA"
6,0.685636856368564,"KFDA"
7,0.676151761517615,"KFDA"
8,0.669376693766938,"KFDA"
9,0.673441734417344,"KFDA"
10,0.666666666666667,"KFDA"
11,0.680216802168022,"KFDA"
12,0.655826558265583,"KFDA"
13,0.657181571815718,"KFDA"
14,0.680216802168022,"KFDA"
15,0.665311653116531,"KFDA"
16,0.659891598915989,"KFDA"
17,0.651761517615176,"KFDA"
18,0.677506775067751,"KFDA"
19,0.666666666666667,"KFDA"
20,0.630081300813008,"KFDA"
21,0.668021680216802,"KFDA"
22,0.655826558265583,"KFDA"
23,0.707317073170732,"KFDA"
24,0.677506775067751,"KFDA"
25,0.657181571815718,"KFDA"
26,0.672086720867209,"KFDA"
27,0.70189701897019,"KFDA"
28,0.682926829268293,"KFDA"
29,0.655826558265583,"KFDA"
30,0.650406504065041,"KFDA"
31,0.68970189701897,"KFDA"
32,0.707317073170732,"KFDA"
33,0.692411924119241,"KFDA"
1,0.974254742547426,"SVM_RBF"
2,0.97289972899729,"SVM_RBF"
3,0.9579945799458,"SVM_RBF"
4,0.971544715447154,"SVM_RBF"
5,0.967479674796748,"SVM_RBF"
6,0.97289972899729,"SVM_RBF"
7,0.978319783197832,"SVM_RBF"
8,0.962059620596206,"SVM_RBF"
9,0.971544715447154,"SVM_RBF"
10,0.968834688346883,"SVM_RBF"
11,0.982384823848238,"SVM_RBF"
12,0.981029810298103,"SVM_RBF"
13,0.974254742547426,"SVM_RBF"
14,0.985094850948509,"SVM_RBF"
15,0.9579945799458,"SVM_RBF"
16,0.968834688346883,"SVM_RBF"
17,0.968834688346883,"SVM_RBF"
18,0.953929539295393,"SVM_RBF"
19,0.981029810298103,"SVM_RBF"
20,0.967479674796748,"SVM_RBF"
21,0.976964769647697,"SVM_RBF"
22,0.964769647696477,"SVM_RBF"
23,0.971544715447154,"SVM_RBF"
24,0.97289972899729,"SVM_RBF"
25,0.975609756097561,"SVM_RBF"
26,0.963414634146341,"SVM_RBF"
27,0.97289972899729,"SVM_RBF"
28,0.956639566395664,"SVM_RBF"
29,0.970189701897019,"SVM_RBF"
30,0.96070460704607,"SVM_RBF"
31,0.97289972899729,"SVM_RBF"
32,0.976964769647697,"SVM_RBF"
33,0.981029810298103,"SVM_RBF"
1,0.976964769647697,"SVM_POLY2"
2,0.975609756097561,"SVM_POLY2"
3,0.966124661246612,"SVM_POLY2"
4,0.976964769647697,"SVM_POLY2"
5,0.97289972899729,"SVM_POLY2"
6,0.976964769647697,"SVM_POLY2"
7,0.985094850948509,"SVM_POLY2"
8,0.975609756097561,"SVM_POLY2"
9,0.978319783197832,"SVM_POLY2"
10,0.976964769647697,"SVM_POLY2"
11,0.97289972899729,"SVM_POLY2"
12,0.978319783197832,"SVM_POLY2"
13,0.985094850948509,"SVM_POLY2"
14,0.978319783197832,"SVM_POLY2"
15,0.962059620596206,"SVM_POLY2"
16,0.97289972899729,"SVM_POLY2"
17,0.970189701897019,"SVM_POLY2"
18,0.970189701897019,"SVM_POLY2"
19,0.971544715447154,"SVM_POLY2"
20,0.971544715447154,"SVM_POLY2"
21,0.974254742547426,"SVM_POLY2"
22,0.97289972899729,"SVM_POLY2"
23,0.979674796747967,"SVM_POLY2"
24,0.978319783197832,"SVM_POLY2"
25,0.985094850948509,"SVM_POLY2"
26,0.971544715447154,"SVM_POLY2"
27,0.976964769647697,"SVM_POLY2"
28,0.963414634146341,"SVM_POLY2"
29,0.974254742547426,"SVM_POLY2"
30,0.962059620596206,"SVM_POLY2"
31,0.978319783197832,"SVM_POLY2"
32,0.978319783197832,"SVM_POLY2"
33,0.982384823848238,"SVM_POLY2"
1,0.964769647696477,"SVM_POLY3"
2,0.967479674796748,"SVM_POLY3"
3,0.963414634146341,"SVM_POLY3"
4,0.979674796747967,"SVM_POLY3"
5,0.964769647696477,"SVM_POLY3"
6,0.975609756097561,"SVM_POLY3"
7,0.983739837398374,"SVM_POLY3"
8,0.97289972899729,"SVM_POLY3"
9,0.968834688346883,"SVM_POLY3"
10,0.974254742547426,"SVM_POLY3"
11,0.971544715447154,"SVM_POLY3"
12,0.981029810298103,"SVM_POLY3"
13,0.966124661246612,"SVM_POLY3"
14,0.983739837398374,"SVM_POLY3"
15,0.963414634146341,"SVM_POLY3"
16,0.968834688346883,"SVM_POLY3"
17,0.974254742547426,"SVM_POLY3"
18,0.970189701897019,"SVM_POLY3"
19,0.970189701897019,"SVM_POLY3"
20,0.968834688346883,"SVM_POLY3"
21,0.97289972899729,"SVM_POLY3"
22,0.974254742547426,"SVM_POLY3"
23,0.981029810298103,"SVM_POLY3"
24,0.978319783197832,"SVM_POLY3"
25,0.975609756097561,"SVM_POLY3"
26,0.970189701897019,"SVM_POLY3"
27,0.97289972899729,"SVM_POLY3"
28,0.963414634146341,"SVM_POLY3"
29,0.976964769647697,"SVM_POLY3"
30,0.959349593495935,"SVM_POLY3"
31,0.978319783197832,"SVM_POLY3"
32,0.985094850948509,"SVM_POLY3"
33,0.981029810298103,"SVM_POLY3"
1,0.917344173441734,"LDA"
2,0.905149051490515,"LDA"
3,0.922764227642276,"LDA"
4,0.905149051490515,"LDA"
5,0.90650406504065,"LDA"
6,0.920054200542005,"LDA"
7,0.915989159891599,"LDA"
8,0.902439024390244,"LDA"
9,0.911924119241192,"LDA"
10,0.937669376693767,"LDA"
11,0.928184281842818,"LDA"
12,0.921409214092141,"LDA"
13,0.892953929539295,"LDA"
14,0.907859078590786,"LDA"
15,0.911924119241192,"LDA"
16,0.911924119241192,"LDA"
17,0.903794037940379,"LDA"
18,0.913279132791328,"LDA"
19,0.929539295392954,"LDA"
20,0.901084010840108,"LDA"
21,0.913279132791328,"LDA"
22,0.907859078590786,"LDA"
23,0.915989159891599,"LDA"
24,0.905149051490515,"LDA"
25,0.932249322493225,"LDA"
26,0.914634146341463,"LDA"
27,0.911924119241192,"LDA"
28,0.917344173441734,"LDA"
29,0.905149051490515,"LDA"
30,0.91869918699187,"LDA"
31,0.91869918699187,"LDA"
32,0.932249322493225,"LDA"
33,0.915989159891599,"LDA"
1,0.898373983739837,"QDA"
2,0.873983739837398,"QDA"
3,0.872628726287263,"QDA"
4,0.897018970189702,"QDA"
5,0.878048780487805,"QDA"
6,0.876693766937669,"QDA"
7,0.878048780487805,"QDA"
8,0.872628726287263,"QDA"
9,0.87940379403794,"QDA"
10,0.860433604336043,"QDA"
11,0.883468834688347,"QDA"
12,0.872628726287263,"QDA"
13,0.872628726287263,"QDA"
14,0.882113821138211,"QDA"
15,0.855013550135501,"QDA"
16,0.873983739837398,"QDA"
17,0.848238482384824,"QDA"
18,0.865853658536585,"QDA"
19,0.883468834688347,"QDA"
20,0.883468834688347,"QDA"
21,0.868563685636856,"QDA"
22,0.845528455284553,"QDA"
23,0.887533875338753,"QDA"
24,0.86449864498645,"QDA"
25,0.860433604336043,"QDA"
26,0.867208672086721,"QDA"
27,0.867208672086721,"QDA"
28,0.872628726287263,"QDA"
29,0.855013550135501,"QDA"
30,0.863143631436314,"QDA"
31,0.87940379403794,"QDA"
32,0.872628726287263,"QDA"
33,0.871273712737127,"QDA"
